train_start,train_end,test_start,test_end,direction_mode,entry_hours,entry_weekdays,min_prev_body_pct,fee_per_trade,train_trades_per_week,test_trades_per_week,test_total_return,test_sharpe_approx,selection_score
2026-01-01T00:00:00+00:00,2026-01-15T00:00:00+00:00,2026-01-15T00:00:00+00:00,2026-01-22T00:00:00+00:00,continuation,"0,8,16","0,2,4",0.0015,0.0,5.6,2.8,0.003422904102639457,383.71435666892364,764.5672483081963
