id,spec,wf_folds,wf_median_sharpe,wf_pct_positive_folds,wf_avg_total_return,wf_worst_fold_dd,ho_trades,ho_trades_per_week,ho_win_rate,ho_total_return,ho_sharpe_ann,ho_max_drawdown,ho_diag_signal_zero,ho_diag_no_retrace,ho_diag_no_confirm,ho_diag_no_subbars,ho_diag_missing_prev_levels,certified
body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,1.042,0.5926,0.0039,-0.0937,34,3.84,0.4706,0.0311,3.712,-0.0351,209,18,0,0,0,True
body0.5_reg50wit_fib0.382_prev_h4_extreme,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,1.042,0.5926,0.0039,-0.0937,34,3.84,0.4706,0.0228,2.73,-0.0387,209,18,0,0,0,True
body0.5_reg50wit_fib0.382_prev_h4_open_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,1.042,0.5926,0.0039,-0.0937,34,3.84,0.5294,0.0115,1.751,-0.0313,209,18,0,0,0,True
body0.5_reg50wit_fib0.382_prev_h4_extreme_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,1.042,0.5926,0.0039,-0.0937,34,3.84,0.5294,0.0035,0.632,-0.0315,209,18,0,0,0,True
body0.5_reg50wit_streak2_m15_open_h4_atrx1.0,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.992,0.5926,0.0074,-0.0433,29,3.27,0.6207,0.0645,9.339,-0.0334,232,0,0,0,0,True
body0.5_reg50wit_streak2_m15_confirm_h4_atrx1.0,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.992,0.5926,0.0074,-0.0433,29,3.27,0.4483,0.0277,3.969,-0.036,232,0,0,0,0,True
body0.5_reg50wit_streak2_m15_open_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.359,0.5556,0.0075,-0.0509,29,3.27,0.5862,0.0751,12.31,-0.0212,232,0,0,0,0,True
body0.5_reg50wit_streak2_m15_open_prev_h4_extreme,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.359,0.5556,0.0075,-0.0509,29,3.27,0.5862,0.0734,11.973,-0.0202,232,0,0,0,0,True
body0.5_reg50wit_streak2_m15_atr_stop,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_atr_stop""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.359,0.5556,0.0075,-0.0509,29,3.27,0.5172,0.0618,10.78,-0.0203,232,0,0,0,0,True
body0.5_reg50wit_streak2_m15_confirm_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.359,0.5556,0.0075,-0.0509,29,3.27,0.4828,0.0538,8.6,-0.0232,232,0,0,0,0,True
body0.5_reg50wit_streak2_m15_confirm_prev_h4_extreme,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.359,0.5556,0.0075,-0.0509,29,3.27,0.4828,0.0522,8.312,-0.0222,232,0,0,0,0,True
body0.5_reg50wit_streak2_m15_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.359,0.5556,0.0075,-0.0509,29,3.27,0.6207,0.042,4.92,-0.0537,232,0,0,0,0,True
body0.5_reg50wit_streak2_m15_confirm,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.359,0.5556,0.0075,-0.0509,29,3.27,0.4828,0.0214,2.633,-0.0556,232,0,0,0,0,True
body0.5_reg50wit_streak2_m15_open_prev_h4_open_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.359,0.5556,0.0075,-0.0509,29,3.27,0.6897,0.0171,4.078,-0.0132,232,0,0,0,0,True
body0.5_reg50wit_streak2_m15_open_prev_h4_extreme_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.359,0.5556,0.0075,-0.0509,29,3.27,0.6897,0.0155,3.693,-0.0133,232,0,0,0,0,True
body0.5_reg50wit_streak2_m15_atr_stop_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_atr_stop""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.359,0.5556,0.0075,-0.0509,29,3.27,0.6207,0.013,3.207,-0.0127,232,0,0,0,0,True
body1.0_reg50wit_m15_open_h4_atrx1.0,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,3.117,0.5556,0.0028,-0.068,14,1.58,0.7143,0.0237,8.578,-0.0158,247,0,0,0,0,False
body1.0_reg50wit_m15_open_h4_atrx1.0_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,3.117,0.5556,0.0028,-0.068,14,1.58,0.7857,0.0175,7.63,-0.013,247,0,0,0,0,False
body1.0_reg50wit_m15_confirm_h4_atrx1.0,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,3.117,0.5556,0.0028,-0.068,14,1.58,0.5,0.0013,0.652,-0.0207,247,0,0,0,0,False
body1.0_reg50wit_m15_confirm_h4_atrx1.0_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,3.117,0.5556,0.0028,-0.068,14,1.58,0.5,-0.0015,-0.634,-0.0197,247,0,0,0,0,False
body1.0_reg50wit_streak2_m15_atr_stop,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_atr_stop""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.89,0.6667,0.0045,-0.0586,6,0.68,0.6667,0.0271,19.923,-0.0026,255,0,0,0,0,False
body1.0_reg50wit_streak2_m15_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.89,0.6667,0.0045,-0.0586,6,0.68,0.6667,0.0225,15.129,-0.0026,255,0,0,0,0,False
body1.0_reg50wit_streak2_m15_open_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.89,0.6667,0.0045,-0.0586,6,0.68,0.6667,0.0225,15.129,-0.0026,255,0,0,0,0,False
body1.0_reg50wit_streak2_m15_open_prev_h4_extreme,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.89,0.6667,0.0045,-0.0586,6,0.68,0.6667,0.0225,15.129,-0.0026,255,0,0,0,0,False
body1.0_reg50wit_streak2_m15_atr_stop_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_atr_stop""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.89,0.6667,0.0045,-0.0586,6,0.68,0.6667,0.0165,15.672,-0.0026,255,0,0,0,0,False
body1.0_reg50wit_streak2_m15_open_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.89,0.6667,0.0045,-0.0586,6,0.68,0.6667,0.012,10.115,-0.0026,255,0,0,0,0,False
body1.0_reg50wit_streak2_m15_open_prev_h4_open_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.89,0.6667,0.0045,-0.0586,6,0.68,0.6667,0.012,10.115,-0.0026,255,0,0,0,0,False
body1.0_reg50wit_streak2_m15_open_prev_h4_extreme_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.89,0.6667,0.0045,-0.0586,6,0.68,0.6667,0.012,10.115,-0.0026,255,0,0,0,0,False
body1.0_reg50wit_streak2_m15_confirm,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.89,0.6667,0.0045,-0.0586,6,0.68,0.3333,0.0087,6.298,-0.0068,255,0,0,0,0,False
body1.0_reg50wit_streak2_m15_confirm_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.89,0.6667,0.0045,-0.0586,6,0.68,0.3333,0.0087,6.298,-0.0068,255,0,0,0,0,False
body1.0_reg50wit_streak2_m15_confirm_prev_h4_extreme,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.89,0.6667,0.0045,-0.0586,6,0.68,0.3333,0.0087,6.298,-0.0068,255,0,0,0,0,False
body1.0_reg50wit_streak2_m15_confirm_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.89,0.6667,0.0045,-0.0586,6,0.68,0.3333,-0.0018,-1.389,-0.0136,255,0,0,0,0,False
body1.0_reg50wit_streak2_m15_confirm_prev_h4_open_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.89,0.6667,0.0045,-0.0586,6,0.68,0.3333,-0.0018,-1.389,-0.0136,255,0,0,0,0,False
body1.0_reg50wit_streak2_m15_confirm_prev_h4_extreme_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.89,0.6667,0.0045,-0.0586,6,0.68,0.3333,-0.0018,-1.389,-0.0136,255,0,0,0,0,False
body1.0_streak2_m15_atr_stop,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_atr_stop""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.419,0.5926,0.0041,-0.0811,8,0.9,0.5,0.0156,8.66,-0.0058,253,0,0,0,0,False
body1.0_streak2_m15_atr_stop_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_atr_stop""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.419,0.5926,0.0041,-0.0811,8,0.9,0.625,0.0086,6.138,-0.0032,253,0,0,0,0,False
body1.0_streak2_m15_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.419,0.5926,0.0041,-0.0811,8,0.9,0.5,-0.0011,-0.312,-0.0169,253,0,0,0,0,False
body1.0_streak2_m15_open_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.419,0.5926,0.0041,-0.0811,8,0.9,0.625,-0.0011,-0.503,-0.0076,253,0,0,0,0,False
body1.0_streak2_m15_open_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.419,0.5926,0.0041,-0.0811,8,0.9,0.5,-0.0011,-0.312,-0.0169,253,0,0,0,0,False
body1.0_streak2_m15_open_prev_h4_open_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.419,0.5926,0.0041,-0.0811,8,0.9,0.625,-0.0011,-0.503,-0.0076,253,0,0,0,0,False
body1.0_streak2_m15_open_prev_h4_extreme,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.419,0.5926,0.0041,-0.0811,8,0.9,0.5,-0.0011,-0.312,-0.0169,253,0,0,0,0,False
body1.0_streak2_m15_open_prev_h4_extreme_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_open""}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.419,0.5926,0.0041,-0.0811,8,0.9,0.625,-0.0011,-0.503,-0.0076,253,0,0,0,0,False
body1.0_streak2_m15_confirm,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.419,0.5926,0.0041,-0.0811,8,0.9,0.25,-0.012,-6.055,-0.0159,253,0,0,0,0,False
body1.0_streak2_m15_confirm_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.419,0.5926,0.0041,-0.0811,8,0.9,0.25,-0.012,-6.055,-0.0159,253,0,0,0,0,False
body1.0_streak2_m15_confirm_prev_h4_extreme,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.419,0.5926,0.0041,-0.0811,8,0.9,0.25,-0.012,-6.055,-0.0159,253,0,0,0,0,False
body1.0_streak2_m15_confirm_prev_h4_extreme_tp,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.0, ""atr_n"": 14}, {""type"": ""min_streak"", ""k"": 2}], ""entry"": {""type"": ""m15_confirm""}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""prev_h4_extreme_tp""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.419,0.5926,0.0041,-0.0811,8,0.9,0.25,-0.0121,-8.213,-0.0136,253,0,0,0,0,False
