entry_time,exit_time,dir,entry,exit,pnl,ret,fill_kind
2026-02-11 08:30:00+00:00,2026-02-11 08:45:00+00:00,-1,5052.668758465152,5063.888,-11.219241534848152,-0.0022204585479805366,market
2026-02-11 12:45:00+00:00,2026-02-11 12:45:00+00:00,-1,5091.911761315931,5071.88,20.031761315930453,0.003934035437949839,market
2026-02-11 16:15:00+00:00,2026-02-11 19:45:00+00:00,-1,5070.239940174004,5091.576999999999,-21.33705982599531,-0.004208293902805525,market
2026-02-11 20:00:00+00:00,2026-02-11 23:45:00+00:00,-1,5072.418882805517,5084.298,-11.879117194483115,-0.002341903827136781,market
2026-02-12 08:00:00+00:00,2026-02-12 11:45:00+00:00,-1,5068.610361354393,5078.326,-9.715638645607214,-0.0019168249190515958,market
2026-02-12 16:00:00+00:00,2026-02-12 19:45:00+00:00,-1,5064.49647082868,4940.866,123.63047082867979,0.024411206827921972,market
2026-02-12 20:30:00+00:00,2026-02-12 23:45:00+00:00,1,4941.317754967426,4921.442,-19.875754967425564,-0.004022359207206376,market
2026-02-13 01:15:00+00:00,2026-02-13 01:30:00+00:00,1,4920.474239174179,4906.2789999999995,-14.195239174179733,-0.002884933135339851,market
2026-02-13 04:00:00+00:00,2026-02-13 04:30:00+00:00,-1,4977.652354077566,4988.576999999999,-10.924645922433228,-0.0021947386328585276,market
2026-02-13 08:00:00+00:00,2026-02-13 11:45:00+00:00,1,4959.435171205314,4970.093000000001,10.657828794686793,0.002149000526625812,market
2026-02-13 16:30:00+00:00,2026-02-13 16:30:00+00:00,-1,4989.85376672439,4999.495,-9.64123327560992,-0.0019321674995575967,market
2026-02-13 20:15:00+00:00,2026-02-13 20:45:00+00:00,-1,5021.437488547,5033.785,-12.347511453000152,-0.002458959507344782,market
2026-02-16 01:00:00+00:00,2026-02-16 01:00:00+00:00,-1,5021.253531979829,5046.054,-24.800468020171138,-0.0049390989445602775,market
2026-02-16 04:00:00+00:00,2026-02-16 07:45:00+00:00,-1,5021.269813222294,4990.616999999999,30.652813222294753,0.006104593929921475,market
2026-02-16 08:15:00+00:00,2026-02-16 11:45:00+00:00,1,4993.489795851626,5013.294,19.804204148374083,0.003966004729763653,market
2026-02-16 12:00:00+00:00,2026-02-16 12:00:00+00:00,-1,5007.234231359355,5017.145,-9.910768640645074,-0.0019792899997718933,market
2026-02-17 01:00:00+00:00,2026-02-17 01:00:00+00:00,-1,4990.195751964939,4997.621,-7.425248035061486,-0.0014879672870824199,market
2026-02-17 04:00:00+00:00,2026-02-17 07:15:00+00:00,1,4965.900182214767,4922.773999999999,-43.12618221476714,-0.008684464172119762,market
2026-02-17 08:00:00+00:00,2026-02-17 11:45:00+00:00,1,4891.942241717019,4925.784,33.84175828298066,0.006917857286700624,market
2026-02-17 16:00:00+00:00,2026-02-17 16:00:00+00:00,1,4897.274797085187,4869.955,-27.31979708518702,-0.005578571392695283,market
2026-02-17 20:00:00+00:00,2026-02-17 23:45:00+00:00,1,4867.841896065476,4877.073,9.231103934524072,0.0018963442387036611,market
2026-02-18 12:00:00+00:00,2026-02-18 12:30:00+00:00,1,4920.428450869828,4912.825,-7.603450869828521,-0.0015452822748564488,market
2026-02-18 20:00:00+00:00,2026-02-18 23:45:00+00:00,-1,4997.17383213651,4977.119,20.054832136510413,0.004013234842370111,market
2026-02-19 01:00:00+00:00,2026-02-19 01:00:00+00:00,1,4977.848856565651,4972.777,-5.071856565650705,-0.0010188852076055022,market
2026-02-19 04:00:00+00:00,2026-02-19 07:45:00+00:00,1,4974.416385971018,4996.752,22.33561402898249,0.0044900973895096495,market
2026-02-19 12:30:00+00:00,2026-02-19 12:30:00+00:00,1,4989.0396519585,4992.9839999999995,3.9443480414993246,0.0007906026643726773,market
2026-02-19 20:00:00+00:00,2026-02-19 23:45:00+00:00,1,4988.974590058558,4995.933,6.958409941442369,0.001394757543024627,market
2026-02-20 04:00:00+00:00,2026-02-20 07:45:00+00:00,-1,4996.33234990662,5011.8460000000005,-15.51365009338042,-0.0031050076349845635,market
2026-02-20 08:45:00+00:00,2026-02-20 08:45:00+00:00,-1,5019.365062642761,5011.858,7.507062642760502,0.0014956199736561773,market
2026-02-20 12:00:00+00:00,2026-02-20 15:45:00+00:00,-1,5024.173878553655,5042.487999999999,-18.31412144634396,-0.0036452005621302615,market
2026-02-20 16:00:00+00:00,2026-02-20 16:30:00+00:00,-1,5042.086854776266,5048.8279999999995,-6.741145223733838,-0.0013369752282922475,market
2026-02-23 08:15:00+00:00,2026-02-23 11:45:00+00:00,-1,5151.788419088718,5149.435,2.353419088717601,0.00045681594375995144,market
2026-02-23 20:15:00+00:00,2026-02-23 22:00:00+00:00,-1,5205.194450684243,5219.095,-13.900549315757416,-0.002670514895736534,market
2026-02-24 01:15:00+00:00,2026-02-24 01:15:00+00:00,-1,5235.552878823526,5237.7519999999995,-2.1991211764734544,-0.00042003609310648697,market
2026-02-24 08:15:00+00:00,2026-02-24 11:45:00+00:00,-1,5167.803566854908,5171.316000000001,-3.512433145092473,-0.0006796762105317631,market
2026-02-24 20:15:00+00:00,2026-02-24 20:15:00+00:00,-1,5157.596751397292,5163.696,-6.09924860270803,-0.0011825757027351211,market
2026-02-25 04:30:00+00:00,2026-02-25 04:30:00+00:00,-1,5185.121766764372,5189.859,-4.737233235628082,-0.0009136204410844951,market
2026-02-25 08:00:00+00:00,2026-02-25 11:45:00+00:00,-1,5191.079402928609,5193.1669999999995,-2.087597071390519,-0.000402150864849568,market
2026-02-25 20:15:00+00:00,2026-02-25 23:45:00+00:00,-1,5206.0628772063,5164.701999999999,41.360877206300756,0.0079447517599895,market
2026-02-26 04:00:00+00:00,2026-02-26 06:00:00+00:00,-1,5182.389370687114,5198.239,-15.849629312885554,-0.0030583632720719536,market
2026-02-26 08:00:00+00:00,2026-02-26 11:45:00+00:00,-1,5197.388464443638,5186.227,11.161464443638579,0.0021475139909199327,market
2026-02-26 20:45:00+00:00,2026-02-26 21:45:00+00:00,-1,5179.94721935849,5192.706999999999,-12.759780641509678,-0.002463303215489117,market
2026-02-27 01:00:00+00:00,2026-02-27 03:45:00+00:00,-1,5182.838474380029,5193.918,-11.07952561997081,-0.002137733150423165,market
2026-02-27 04:15:00+00:00,2026-02-27 04:15:00+00:00,-1,5183.89459343785,5194.907999999999,-11.013406562149612,-0.002124542921087011,market
2026-02-27 08:00:00+00:00,2026-02-27 11:45:00+00:00,-1,5196.6187736475895,5175.857,20.761773647589507,0.003995246630919683,market
2026-02-27 16:30:00+00:00,2026-02-27 17:45:00+00:00,-1,5224.480648437008,5240.5160000000005,-16.03535156299222,-0.003069271884046401,market
2026-02-27 20:00:00+00:00,2026-02-27 22:15:00+00:00,-1,5232.991180249703,5257.696999999999,-24.70581975029654,-0.0047211659449266745,market
2026-03-02 16:00:00+00:00,2026-03-02 19:45:00+00:00,-1,5374.148160607212,5306.602,67.54616060721219,0.012568719467455157,market
