entry_time,exit_time,dir,entry,exit,pnl,ret,fill_kind
2026-02-13 09:15:00+00:00,2026-02-13 09:30:00+00:00,-1,4970.995,4980.676,-9.681000000000495,-0.0019474974326066502,limit
2026-02-16 08:30:00+00:00,2026-02-16 11:45:00+00:00,-1,4998.175,5013.386,-15.21100000000024,-0.0030433108084451303,limit
2026-02-17 04:00:00+00:00,2026-02-17 07:45:00+00:00,-1,4961.844999999999,4888.669,73.17599999999948,0.014747740003970194,limit
2026-02-17 09:15:00+00:00,2026-02-17 11:45:00+00:00,-1,4914.965,4925.876,-10.911000000000058,-0.0022199547707867826,limit
2026-02-18 20:30:00+00:00,2026-02-18 23:45:00+00:00,1,4981.48,4977.021,-4.458999999999833,-0.0008951155078410097,limit
2026-02-26 04:30:00+00:00,2026-02-26 07:45:00+00:00,1,5176.764999999999,5198.091,21.32600000000093,0.004119561154504972,limit
2026-03-02 04:00:00+00:00,2026-03-02 07:45:00+00:00,1,5346.705,5365.999,19.29399999999987,0.0036085776193000864,limit
2026-03-02 12:00:00+00:00,2026-03-02 15:45:00+00:00,1,5391.325000000001,5393.731,2.4059999999990396,0.0004462724840366773,limit
2026-03-03 20:00:00+00:00,2026-03-03 23:45:00+00:00,-1,5085.655000000001,5088.273,-2.6179999999994834,-0.000514781281860347,limit
2026-03-05 16:00:00+00:00,2026-03-05 19:45:00+00:00,-1,5127.51,5062.831,64.67900000000009,0.012614114843267021,limit
2026-03-05 22:15:00+00:00,2026-03-05 23:45:00+00:00,-1,5091.905,5080.873,11.032000000000153,0.002166576163538038,limit
2026-03-06 15:30:00+00:00,2026-03-06 15:30:00+00:00,-1,5103.095,5117.301,-14.206000000000131,-0.0027838008110764407,limit
2026-03-09 07:30:00+00:00,2026-03-09 07:45:00+00:00,-1,5106.73,5124.161999999999,-17.43199999999979,-0.003413534688538417,limit
2026-03-13 00:00:00+00:00,2026-03-13 02:00:00+00:00,-1,5083.67,5105.128,-21.45799999999963,-0.004220966349113855,limit
2026-03-16 02:30:00+00:00,2026-03-16 03:45:00+00:00,-1,5030.514999999999,5015.873,14.641999999999825,0.0029106363861353813,limit
2026-03-16 13:00:00+00:00,2026-03-16 13:15:00+00:00,-1,5004.245000000001,5017.301,-13.055999999999585,-0.0026089849717588934,limit
2026-03-16 20:15:00+00:00,2026-03-16 22:45:00+00:00,-1,5005.855,5006.205,-0.3500000000003638,-6.991812587467352e-05,limit
2026-03-19 03:00:00+00:00,2026-03-19 03:45:00+00:00,-1,4852.889999999999,4849.854,3.0359999999991487,0.0006256065973057599,limit
2026-03-19 16:00:00+00:00,2026-03-19 19:45:00+00:00,-1,4611.014999999999,4616.004,-4.9890000000004875,-0.0010819743592247017,limit
2026-03-23 12:00:00+00:00,2026-03-23 13:00:00+00:00,-1,4204.34,4309.965999999999,-105.6259999999993,-0.025123087095715212,limit
2026-03-24 04:45:00+00:00,2026-03-24 07:45:00+00:00,-1,4378.094999999999,4347.234,30.860999999998967,0.007048956224110937,limit
2026-03-30 04:30:00+00:00,2026-03-30 05:30:00+00:00,-1,4466.645,4493.031,-26.385999999999513,-0.005907342087853301,limit
2026-04-01 04:00:00+00:00,2026-04-01 07:15:00+00:00,1,4691.9400000000005,4671.25,-20.69000000000051,-0.004409689808480183,limit
