time,open,high,low,close,volume,spread
2018-06-28 00:00:00+00:00,1252.884,1254.229,1245.91,1248.581,12336.0,0.0
2018-06-29 00:00:00+00:00,1248.551,1255.573,1245.978,1252.533,15209.0,0.0
2018-07-01 00:00:00+00:00,1253.02,1254.149,1252.785,1253.365,2384.0,0.0
2018-07-02 00:00:00+00:00,1253.329,1253.576,1239.648,1242.103,16631.0,0.0
2018-07-03 00:00:00+00:00,1242.105,1256.819,1237.914,1254.923,24993.0,0.0
2018-07-04 00:00:00+00:00,1254.923,1261.034,1253.985,1256.914,12108.0,0.0
2018-07-05 00:00:00+00:00,1256.908,1259.69,1251.262,1257.276,16489.0,0.0
2018-07-06 00:00:00+00:00,1257.317,1258.7,1252.776,1254.736,9268.0,0.0
2018-07-08 00:00:00+00:00,1255.83,1256.555,1255.637,1256.397,1270.0,0.0
2018-07-09 00:00:00+00:00,1256.377,1265.847,1255.423,1258.36,18866.0,0.0
2018-07-10 00:00:00+00:00,1258.35,1260.294,1247.33,1255.913,23492.0,0.0
2018-07-11 00:00:00+00:00,1255.912,1256.024,1241.507,1242.673,15796.0,0.0
2018-07-12 00:00:00+00:00,1242.671,1248.51,1241.29,1245.993,11119.0,0.0
2018-07-13 00:00:00+00:00,1245.942,1248.029,1236.388,1241.512,18853.0,0.0
2018-07-15 00:00:00+00:00,1241.63,1242.103,1241.064,1241.118,1567.0,0.0
2018-07-16 00:00:00+00:00,1241.084,1245.518,1238.302,1240.685,14034.0,0.0
2018-07-17 00:00:00+00:00,1240.688,1244.927,1226.064,1227.119,24158.0,0.0
2018-07-18 00:00:00+00:00,1227.168,1229.081,1221.047,1227.335,15902.0,0.0
2018-07-19 00:00:00+00:00,1227.334,1228.95,1211.435,1223.425,31122.0,0.0
2018-07-20 00:00:00+00:00,1223.439,1232.205,1215.673,1231.498,25006.0,0.0
2018-07-22 00:00:00+00:00,1231.819,1233.267,1231.5,1232.849,2505.0,0.0
2018-07-23 00:00:00+00:00,1232.845,1235.039,1222.211,1224.211,17023.0,0.0
2018-07-24 00:00:00+00:00,1224.211,1229.421,1218.045,1225.12,21844.0,0.0
2018-07-25 00:00:00+00:00,1225.151,1234.107,1223.213,1233.042,13898.0,0.0
2018-07-26 00:00:00+00:00,1233.06,1235.133,1222.31,1224.085,16672.0,0.0
2018-07-27 00:00:00+00:00,1224.066,1227.256,1217.538,1222.619,17990.0,0.0
2018-07-29 00:00:00+00:00,1223.091,1223.572,1222.006,1222.439,2481.0,0.0
2018-07-30 00:00:00+00:00,1222.455,1225.028,1219.0,1222.479,12033.0,0.0
2018-07-31 00:00:00+00:00,1222.503,1228.45,1214.003,1223.896,27502.0,0.0
2018-08-01 00:00:00+00:00,1223.9,1224.683,1215.741,1217.771,11756.0,0.0
2018-08-02 00:00:00+00:00,1217.796,1221.032,1207.015,1208.352,18591.0,0.0
2018-08-03 00:00:00+00:00,1208.351,1219.955,1204.451,1213.262,26098.0,0.0
2018-08-05 00:00:00+00:00,1213.69,1215.044,1213.516,1214.79,1957.0,0.0
2018-08-06 00:00:00+00:00,1214.789,1217.817,1206.004,1208.687,17525.0,0.0
2018-08-07 00:00:00+00:00,1208.691,1216.098,1207.771,1212.388,12958.0,0.0
2018-08-08 00:00:00+00:00,1212.391,1215.755,1206.202,1213.255,18243.0,0.0
2018-08-09 00:00:00+00:00,1213.266,1217.244,1210.744,1212.093,11828.0,0.0
2018-08-10 00:00:00+00:00,1212.077,1217.055,1205.726,1211.004,21586.0,0.0
2018-08-12 00:00:00+00:00,1212.46,1213.801,1211.927,1212.318,3607.0,0.0
2018-08-13 00:00:00+00:00,1212.291,1212.562,1191.497,1192.799,22639.0,0.0
2018-08-14 00:00:00+00:00,1192.767,1198.65,1192.057,1193.887,12067.0,0.0
2018-08-15 00:00:00+00:00,1193.888,1194.128,1173.089,1173.75,21941.0,0.0
2018-08-16 00:00:00+00:00,1173.75,1181.96,1160.182,1175.328,41979.0,0.0
2018-08-17 00:00:00+00:00,1175.324,1184.952,1171.9,1184.73,16699.0,0.0
2018-08-19 00:00:00+00:00,1183.23,1183.792,1182.915,1183.535,1450.0,0.0
2018-08-20 00:00:00+00:00,1183.519,1191.251,1182.868,1191.173,9113.0,0.0
2018-08-21 00:00:00+00:00,1191.174,1196.942,1187.643,1195.951,13822.0,0.0
2018-08-22 00:00:00+00:00,1195.993,1201.544,1192.58,1195.066,17002.0,0.0
2018-08-23 00:00:00+00:00,1195.049,1195.44,1183.861,1184.487,12597.0,0.0
2018-08-24 00:00:00+00:00,1184.489,1208.517,1183.097,1205.638,29692.0,0.0
2018-08-26 00:00:00+00:00,1206.47,1207.867,1206.054,1207.786,2311.0,0.0
2018-08-27 00:00:00+00:00,1207.746,1212.319,1203.106,1211.015,15158.0,0.0
2018-08-28 00:00:00+00:00,1211.007,1214.24,1199.616,1202.634,20876.0,0.0
2018-08-29 00:00:00+00:00,1202.634,1207.793,1201.376,1207.132,8337.0,0.0
2018-08-30 00:00:00+00:00,1207.153,1207.216,1196.244,1199.87,14662.0,0.0
2018-08-31 00:00:00+00:00,1199.865,1208.789,1198.273,1200.848,20050.0,0.0
2018-09-02 00:00:00+00:00,1199.64,1200.007,1198.719,1199.095,2032.0,0.0
2018-09-03 00:00:00+00:00,1199.094,1203.818,1195.522,1200.751,14936.0,0.0
2018-09-04 00:00:00+00:00,1200.745,1201.964,1189.626,1191.991,15923.0,0.0
2018-09-05 00:00:00+00:00,1191.99,1198.332,1190.904,1197.074,9773.0,0.0
2018-09-06 00:00:00+00:00,1197.082,1206.918,1195.68,1201.112,18447.0,0.0
2018-09-07 00:00:00+00:00,1201.116,1203.478,1193.405,1195.623,14654.0,0.0
2018-09-09 00:00:00+00:00,1195.01,1196.234,1194.902,1196.117,1558.0,0.0
2018-09-10 00:00:00+00:00,1196.089,1198.421,1191.524,1195.008,12714.0,0.0
2018-09-11 00:00:00+00:00,1195.011,1199.343,1187.715,1197.004,21264.0,0.0
2018-09-12 00:00:00+00:00,1197.005,1208.441,1192.586,1206.205,22511.0,0.0
