time,open,high,low,close,volume,spread
2026-02-16 15:15:00+00:00,4998.0,5001.76,4993.07,4994.24,2110.0,45.0
2026-02-16 15:30:00+00:00,4994.25,4998.52,4992.58,4995.12,2437.0,46.0
2026-02-16 15:45:00+00:00,4995.14,4998.14,4989.54,4997.1,2217.0,45.0
2026-02-16 16:00:00+00:00,4997.11,4998.24,4994.23,4995.1,2140.0,45.0
2026-02-16 16:15:00+00:00,4995.09,4999.39,4989.88,4992.2,2888.0,45.0
2026-02-16 16:30:00+00:00,4992.19,4994.27,4983.31,4988.61,3402.0,46.0
2026-02-16 16:45:00+00:00,4988.63,4988.93,4981.54,4988.11,3121.0,45.0
2026-02-16 17:00:00+00:00,4987.83,4988.18,4968.91,4976.39,4093.0,45.0
2026-02-16 17:15:00+00:00,4976.43,4981.3,4975.6,4980.19,2404.0,45.0
2026-02-16 17:30:00+00:00,4980.15,4980.62,4974.83,4980.52,2595.0,45.0
2026-02-16 17:45:00+00:00,4980.51,4983.17,4976.74,4979.5,2472.0,45.0
2026-02-16 18:00:00+00:00,4979.52,4980.11,4973.02,4979.23,2715.0,45.0
2026-02-16 18:15:00+00:00,4979.27,4987.39,4975.22,4986.11,3125.0,45.0
2026-02-16 18:30:00+00:00,4986.13,4990.18,4985.78,4988.79,3038.0,45.0
2026-02-16 18:45:00+00:00,4988.78,4988.87,4985.06,4987.95,1429.0,45.0
2026-02-16 19:00:00+00:00,4987.96,4994.2,4987.9,4991.04,1247.0,45.0
2026-02-16 19:15:00+00:00,4991.12,4995.32,4990.5,4994.6,1142.0,45.0
2026-02-16 19:30:00+00:00,4994.4,4995.96,4991.36,4992.93,1211.0,45.0
2026-02-16 19:45:00+00:00,4992.94,4993.01,4989.97,4991.53,1312.0,45.0
2026-02-16 20:00:00+00:00,4991.57,4993.81,4988.59,4993.54,1846.0,48.0
2026-02-16 20:15:00+00:00,4993.37,4997.23,4992.55,4994.11,1319.0,48.0
2026-02-16 20:30:00+00:00,4994.07,4995.24,4991.14,4995.24,2052.0,47.0
2026-02-16 20:45:00+00:00,4995.23,4997.57,4994.33,4994.46,1765.0,47.0
2026-02-16 21:00:00+00:00,4994.45,4996.0,4990.57,4990.86,1745.0,47.0
2026-02-16 21:15:00+00:00,4990.93,4996.18,4990.52,4991.64,1751.0,46.0
2026-02-17 01:00:00+00:00,4995.58,4999.14,4986.28,4990.89,1482.0,51.0
2026-02-17 01:15:00+00:00,4990.75,5000.87,4985.13,4994.22,1861.0,49.0
2026-02-17 01:30:00+00:00,4994.29,4995.65,4987.6,4989.79,1345.0,50.0
2026-02-17 01:45:00+00:00,4989.73,4993.77,4988.73,4989.62,1324.0,50.0
2026-02-17 02:00:00+00:00,4989.66,4991.25,4975.44,4979.2,3182.0,48.0
2026-02-17 02:15:00+00:00,4979.27,4981.53,4970.96,4973.37,2683.0,46.0
2026-02-17 02:30:00+00:00,4973.43,4978.89,4968.47,4970.22,3089.0,46.0
2026-02-17 02:45:00+00:00,4970.27,4970.27,4932.01,4935.67,4871.0,45.0
2026-02-17 03:00:00+00:00,4935.62,4951.09,4922.82,4950.18,6007.0,46.0
2026-02-17 03:15:00+00:00,4950.19,4957.86,4944.32,4956.62,3835.0,46.0
2026-02-17 03:30:00+00:00,4956.63,4963.8,4954.95,4963.23,3120.0,46.0
2026-02-17 03:45:00+00:00,4963.28,4963.76,4955.59,4957.73,3083.0,47.0
2026-02-17 04:00:00+00:00,4957.68,4965.55,4954.32,4964.98,3196.0,48.0
2026-02-17 04:15:00+00:00,4965.0,4970.95,4963.2,4965.35,2332.0,47.0
2026-02-17 04:30:00+00:00,4965.36,4966.73,4959.28,4960.92,2037.0,47.0
2026-02-17 04:45:00+00:00,4960.93,4967.08,4960.08,4967.0,1747.0,46.0
2026-02-17 05:00:00+00:00,4966.91,4969.98,4959.0,4961.41,2363.0,46.0
2026-02-17 05:15:00+00:00,4961.42,4961.63,4953.72,4955.12,2543.0,47.0
2026-02-17 05:30:00+00:00,4955.14,4960.23,4949.9,4953.45,3124.0,48.0
2026-02-17 05:45:00+00:00,4953.49,4960.32,4952.95,4956.7,1699.0,47.0
2026-02-17 06:00:00+00:00,4956.68,4956.68,4946.54,4951.84,2184.0,47.0
2026-02-17 06:15:00+00:00,4951.81,4960.09,4950.26,4959.45,1687.0,47.0
2026-02-17 06:30:00+00:00,4959.47,4960.06,4950.2,4952.13,2002.0,48.0
2026-02-17 06:45:00+00:00,4952.08,4953.7,4949.24,4952.7,1336.0,47.0
2026-02-17 07:00:00+00:00,4952.68,4954.1,4927.24,4928.06,2979.0,46.0
2026-02-17 07:15:00+00:00,4928.02,4928.19,4888.46,4900.36,7593.0,46.0
2026-02-17 07:30:00+00:00,4900.58,4902.31,4858.98,4879.38,6442.0,49.0
2026-02-17 07:45:00+00:00,4879.4,4896.93,4873.74,4888.62,4322.0,49.0
2026-02-17 08:00:00+00:00,4888.64,4894.56,4887.63,4891.37,3259.0,46.0
2026-02-17 08:15:00+00:00,4891.35,4901.4,4886.39,4894.62,2908.0,47.0
2026-02-17 08:30:00+00:00,4894.6,4914.12,4891.15,4908.84,2893.0,48.0
2026-02-17 08:45:00+00:00,4908.83,4913.67,4899.31,4910.01,2078.0,47.0
2026-02-17 09:00:00+00:00,4910.34,4913.54,4903.72,4906.53,3011.0,47.0
2026-02-17 09:15:00+00:00,4906.65,4916.49,4905.53,4907.88,2275.0,46.0
2026-02-17 09:30:00+00:00,4907.86,4921.06,4903.93,4917.39,2889.0,45.0
2026-02-17 09:45:00+00:00,4917.37,4922.01,4914.63,4916.89,2723.0,46.0
2026-02-17 10:00:00+00:00,4916.93,4930.25,4915.93,4927.53,3383.0,45.0
2026-02-17 10:15:00+00:00,4927.48,4928.97,4919.22,4919.95,2365.0,46.0
2026-02-17 10:30:00+00:00,4919.94,4925.61,4916.35,4917.86,2597.0,46.0
2026-02-17 10:45:00+00:00,4917.85,4925.27,4917.72,4920.58,2777.0,45.0
2026-02-17 11:00:00+00:00,4920.56,4929.02,4919.9,4921.66,2977.0,45.0
2026-02-17 11:15:00+00:00,4921.62,4923.86,4918.07,4918.83,2379.0,46.0
2026-02-17 11:30:00+00:00,4918.8,4924.38,4916.46,4920.78,2420.0,46.0
2026-02-17 11:45:00+00:00,4920.79,4932.45,4913.38,4925.83,2840.0,46.0
